,Unnamed: 0.1,Unnamed: 0,subject,name,uid,description,description_NER
8122,8122,16524,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFlowMeterGASMETER/MaximumFlowRate,MaximumFlowRate,MaximumFlowRate,Maximum rate of flow which the meter is expected to pass.,meter
8123,8123,16525,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFlowMeterGASMETER/GasType,GasType,GasType,Defines the types of gas that may be specified.,types
8124,8124,16526,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFlowMeterGASMETER/ConnectionSize,ConnectionSize,ConnectionSize,The connection size of the object.,object
8125,8125,16527,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricApplianceDISHWASHER/DishwasherType,DishwasherType,DishwasherType,Type of dishwasher.,Type
8126,8126,16528,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPipeSegmentCULVERT/InternalWidth,InternalWidth,InternalWidth,The internal width of the culvert.,
8127,8127,16529,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPipeSegmentCULVERT/ClearDepth,ClearDepth,ClearDepth,The clear depth.,
8128,8128,16530,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/IsAccessibleByVehicle,IsAccessibleByVehicle,IsAccessibleByVehicle,Indicates whether the element is accessible by a vehicle or not.,"element, vehicle"
8129,8129,16531,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/NumberOfThroughLanes,NumberOfThroughLanes,NumberOfThroughLanes,"The total number of through lanes on the segment. This excludes auxiliary lanes, parking and turning lanes, acceleration/deceleration lanes, toll collection lanes, shoulders etc.","number, segment, lanes"
8130,8130,16532,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/IsExceptionalTransportRoute,IsExceptionalTransportRoute,IsExceptionalTransportRoute,"Indicates whether the route is suitable for exceptional transport (load, structure gauge, road),",road
8131,8131,16533,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/IsSecuredBySignalingSystem,IsSecuredBySignalingSystem,IsSecuredBySignalingSystem,Indicates whether the level crossing is secured by a signalling system or not.,
8132,8132,16534,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/DesignSpeed,DesignSpeed,DesignSpeed,"Speed selected in designing a new road or in modernizing, strengthening or rehabilitating an existing road section, to determine the various geometric design features of the carriageway that allow a car to travel safely at that speed, under normal road surface and weather conditions.NOTE  Definition according to PIARC.
NOTE  The design speed is not constant, but may vary depending on the conditions of relief (plain, hill, mountain).","Speed, NOTE Definition, NOTE, constant, conditions"
8133,8133,16535,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/HasRailDrainage,HasRailDrainage,HasRailDrainage,Indicates whether there is rail drainage or not.,
8134,8134,16536,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/DesignVehicleClass,DesignVehicleClass,DesignVehicleClass,A vehicle designator with content according to local standards.,"content, local standards"
8135,8135,16537,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/RoadDesignClass,RoadDesignClass,RoadDesignClass,A road design class designator with content according to local standards.,"content, local standards"
8136,8136,16538,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/LaneWidth,LaneWidth,LaneWidth,Standard nominal width of one trough lane.,
8137,8137,16539,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/PermissiblePavementLoad,PermissiblePavementLoad,PermissiblePavementLoad,Permissible traffic load on the pavement.,
8138,8138,16540,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/IsPrivateOwner,IsPrivateOwner,IsPrivateOwner,Indicates if the owner of the crossed road is private or not.,
8139,8139,16541,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/Crossfall,Crossfall,Crossfall,Specifies the nominal crossfall as a ratio measure (slope) at the location of the event.,"slope, location, event"
8140,8140,16542,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFacilityPartCommonLEVELCROSSING/DesignTrafficVolume,DesignTrafficVolume,DesignTrafficVolume,The traffic volume used for planning and design purposes specified as the number of vehicles per day . Typically given as AADT - Average Annual Daily Traffic,"design, number, vehicles"
8141,8141,16543,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricGenerator/GrossWeight,GrossWeight,GrossWeight,"Total Gross Weight of the object without any add-on parts and not taking into account possible processing features (cut-out's, etc.) or openings and recesses.","object, processing features, cut - out  s, or openings, recesses"
8142,8142,16544,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricGenerator/Status,Status,Status,The status currently assigned to the permit.,"status, permit"
8143,8143,16545,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricGenerator/StartCurrentFactor,StartCurrentFactor,StartCurrentFactor,IEC. Start current factor defines how large the peak starting current will become on the engine. StartCurrentFactor is multiplied to NominalCurrent and to give the start current.,
8144,8144,16546,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricGenerator/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead.","type, project, type, name, software"
8145,8145,16547,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricGenerator/MaximumPowerOutput,MaximumPowerOutput,MaximumPowerOutput,The maximum output power rating of the engine.,
8146,8146,16548,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricGenerator/ElectricGeneratorEfficiency,ElectricGeneratorEfficiency,ElectricGeneratorEfficiency,The ratio of output capacity to intake capacity.,ratio
8147,8147,16549,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSanitaryTerminalSINK/SinkType,SinkType,SinkType,"Selection of the type of sink from the enumerated list of types where:-Belfast:    Deep sink that has a plain edge and a weir overflow
.
Bucket:     Sink at low level, with protected front edge, that facilitates filling and emptying buckets, usually with a hinged grid on which to stand them.
Cleaners:    Sink, usually fixed at normal height (900mm), with protected front edge.
Combination_Left:    Sink with integral drainer on left hand side
.
Combination_Right: Sink with integral drainer on right hand side
.
Combination_Double:     Sink with integral drainer on both sides
.
Drip: Small sink that catches drips or flow from a faucet
.
Laboratory: Sink, of acid resisting material, with a top edge shaped to facilitate fixing to the underside of a desktop
.
London: Deep sink that has a plain edge and no overflow
.
Plaster: Sink with sediment receiver to prevent waste plaster passing into drains
.
Pot: Large metal sink, with a standing waste, for washing cooking utensils
.
Rinsing: Metal sink in which water can be heated and culinary utensils and tableware immersed at high temperature that destroys most harmful bacteria and allows subsequent self drying.
.
Shelf: Ceramic sink with an integral back shelf through which water fittings are mounted
.
VegetablePreparation:   Large metal sink, with a standing waste, for washing and preparing vegetables
.","type, sink, list, types, integral drainer, integral drainer, integral drainer, sink, flow, faucet, water"
8148,8148,16550,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSanitaryTerminalSINK/MountingOffset,MountingOffset,MountingOffset,For counter top mounted basins the vertical offset between the top of the sink and the counter top.,"basins, sink"
8149,8149,16551,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSanitaryTerminalSINK/Mounting,Mounting,Mounting,"The property enumeration Pset_SanitaryMountingEnum defines the forms of mounting or fixing of the sanitary terminal that may be specified within property sets used to define sanitary terminals (WC’s, basins, sinks, etc.) where:-BackToWall:     A pedestal mounted sanitary terminal that fits flush to the wall at the rear to cover its service connections
Pedestal:   A floor mounted sanitary terminal that has an integral base
CounterTop:     A sanitary terminal that is installed into a horizontal surface that is installed into a horizontal surface. Note: When applied to a wash hand basin, the term more normally used is ‘vanity’. See also Wash Hand Basin Type specification.
WallHung:   A sanitary terminal cantilevered clear of the floor.Note that BackToWall, Pedestal and WallHung are allowable values for a bidet.","property enumeration, sanitary terminal, property sets, sanitary terminals, basins, BackToWall, sanitary terminal, flush, wall, rear, Pedestal, integral, sanitary terminal, horizontal surface, horizontal surface, wash hand basin, term, WallHung, sanitary terminal, BackToWall, Pedestal, WallHung, values"
8150,8150,16552,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSanitaryTerminalSINK/DrainSize,DrainSize,DrainSize,The size of the drain outlet connection from the object.,"size, object"
8151,8151,16553,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSanitaryTerminalSINK/Colour,Colour,Colour,Colour of this object.,"Colour, object"
8152,8152,16554,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/HeatDissipation,HeatDissipation,HeatDissipation,Indicates the heat dissipation of the electric device measured in power.,power
8153,8153,16555,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/PowerFactor,PowerFactor,PowerFactor,Power factor; usually as ratio.,"Power factor, ratio"
8154,8154,16556,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/PowerDemand,PowerDemand,PowerDemand,Power demand of the element,element
8155,8155,16557,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/EnergyConversionEfficiency,EnergyConversionEfficiency,EnergyConversionEfficiency,Measure of the efficiency of conversion of fuel energy to mechanical energy,efficiency
8156,8156,16559,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/ConductorFunction,ConductorFunction,ConductorFunction,"Indicates function of the conductors to which the load is connected. Where L1, L2 and L3 represent the phase lines according to IEC 60446 notation (sometimes phase lines may be referenced by color [Red, Blue, Yellow] or by number [1, 2, 3] etc). Protective Earth is sometimes also known as CPC or common protective conductor. Note that for an electrical device, a set of line conductor functions may be applied.","function, conductors, load, number"
8157,8157,16560,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/NoiseEmissions,NoiseEmissions,NoiseEmissions,Level of sound emission,
8158,8158,16561,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/IPCode,IP_Code,IPCode,"IP Code, the International Protection Marking, IEC 60529), classifies and rates the degree of protection provided against intrusion.",
8159,8159,16562,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/HasProtectiveEarth,HasProtectiveEarth,HasProtectiveEarth,Indicates whether the object has a protective earth connection (=TRUE) or not (= FALSE).,"object, FALSE"
8160,8160,16563,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcDistributionElement/NumberOfPoles,NumberOfPoles,NumberOfPoles,Number of poles that the object would affect.,"Number, poles, object"
