,subject,name,uid,description
15203,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ConstructionToleranceClass,ConstructionToleranceClass,ConstructionToleranceClass,Classification designation of the on-site construction tolerances according to local standards.
15204,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ActualProductionDate,ActualProductionDate,ActualProductionDate,Production date (stripped from form).
15205,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
15206,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/GrossWeight,GrossWeight,GrossWeight,"Total Gross Weight of the object without any add-on parts and not taking into account possible processing features (cut-out's, etc.) or openings and recesses."
15207,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcPile/ReinforcementAreaRatio,ReinforcementAreaRatio,ReinforcementAreaRatio,The required ratio of the effective area of the reinforcement to the effective area of the concrete At any section of a reinforced concrete structural element.
15208,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFilterCOMPRESSEDAIRFILTER/OperationPressureMax,OperationPressureMax,OperationPressureMax,Maximum pressure under normal operating conditions.
15209,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFilterCOMPRESSEDAIRFILTER/CompressedAirFilterType,CompressedAirFilterType,CompressedAirFilterType,"ACTIVATEDCARBON: absorbs oil vapor and odor; PARTICLE_FILTER: used to absorb solid particles of medium size; COALESCENSE_FILTER: used to absorb fine solid, oil, and water particles, also called micro filter"
15210,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFilterCOMPRESSEDAIRFILTER/CloggingIndicator,CloggingIndicator,CloggingIndicator,Whether the filter has an indicator to display the degree of clogging of the filter.
15211,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcFilterCOMPRESSEDAIRFILTER/AutomaticCondensateDischarge,AutomaticCondensateDischarge,AutomaticCondensateDischarge,Whether or not the condensing water or oil is discharged automatically from the filter.
15212,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/GrossWeight,GrossWeight,GrossWeight,"Total Gross Weight of the object without any add-on parts and not taking into account possible processing features (cut-out's, etc.) or openings and recesses."
15213,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/SwitchFunction,SwitchFunction,SwitchFunction,Indicates types of switches which differs in functionality.
15214,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/Status,Status,Status,The status currently assigned to the permit.
15215,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead."
15216,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/NumberOfGangs,NumberOfGangs,NumberOfGangs,Number of gangs in the object.
15217,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/Legend,Legend,Legend,A text inscribed or applied to the switch as a legend to indicate purpose or function.
15218,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/IsIlluminated,IsIlluminated,IsIlluminated,An indication of whether there is an illuminated indicator to show that the switch is on (=TRUE) or not (= FALSE).
15219,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDevice/HasLock,HasLock,HasLock,Indication of whether a switching device has a key operated lock (=TRUE) or not (= FALSE).
15220,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcAlarm/GrossWeight,GrossWeight,GrossWeight,"Total Gross Weight of the object without any add-on parts and not taking into account possible processing features (cut-out's, etc.) or openings and recesses."
15221,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcAlarm/Status,Status,Status,The status currently assigned to the permit.
15222,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcAlarm/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead."
15223,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/TypeDesignation,TypeDesignation,TypeDesignation,"Type designator for the element. The content depends on local standards. Eg. 'Bull nose', 'Half batter', 'Dropper', 'Chamfer' etc"
15224,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/Text,Text,Text,Text content
15225,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/Structure,Structure,Structure,"State if marking is Structured or not, and what type... e.g. Kamflex, Longflex, Dropflex"
15226,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/MaterialType,MaterialType,MaterialType,"Material type used... e.g. paint, tape, thermoplastic, stone"
15227,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/MaterialThickness,MaterialThickness,MaterialThickness,Nominal thickness of the applied material
15228,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/MaterialColour,MaterialColour,MaterialColour,Actual colour on the road marking material
15229,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/DiagramNumber,DiagramNumber,DiagramNumber,"A designator with content according to local standards, e.g. M25."
15230,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSurfaceFeatureSYMBOLMARKING/ApplicationMethod,ApplicationMethod,ApplicationMethod,"State the application method used... e.g. spray, extruded"
15231,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/WaveLoading,WaveLoading,WaveLoading,Wave loading force
15232,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/HighWaterLevel,HighWaterLevel,HighWaterLevel,High water level
15233,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/UniformlyDistributedLoad,UniformlyDistributedLoad,UniformlyDistributedLoad,Uniformly Distributed Load
15234,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/FlowLoading,FlowLoading,FlowLoading,Flow loading force
15235,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/ExtremeLowWaterLevel,ExtremeLowWaterLevel,ExtremeLowWaterLevel,Extreme low water level
15236,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/StructuralType,StructuralType,StructuralType,Structural type of the object
15237,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/PierSectionType,PierSectionType,PierSectionType,Whether the structure presents a solid/closed barrier to the passage of water or is open.
15238,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/ShipLoading,ShipLoading,ShipLoading,Ship loading force
15239,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/LowWaterLevel,LowWaterLevel,LowWaterLevel,Low water level
15240,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/ExtremeHighWaterLevel,ExtremeHighWaterLevel,ExtremeHighWaterLevel,Extreme high water level
15241,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/Elevation,Elevation,Elevation,Elevation of the entity
15242,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/EquipmentLoading,EquipmentLoading,EquipmentLoading,Loading from equipment
15243,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMarineFacilityJETTY/BentSpacing,BentSpacing,BentSpacing,Bent (upright) spacing
15244,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricFlowStorageDeviceRECHARGER/NominalSupplyCurrent,NominalSupplyCurrent,NominalSupplyCurrent,The nominal current of the supply.
15245,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/CrossSectionArea,CrossSectionArea,CrossSectionArea,The effective cross-section area of the reinforcing bar.
15246,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/OuterSurfaceArea,OuterSurfaceArea,OuterSurfaceArea,"Total area of the surfaces of the object (not taking into account the end cap areas), normally generated as perimeter * length in case of extrusions."
15247,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/DimensionalAccuracyClass,DimensionalAccuracyClass,DimensionalAccuracyClass,Classification designation of the dimensional accuracy requirement according to local standards.
15248,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/CamberAtMidspan,CamberAtMidspan,CamberAtMidspan,"The camber deflection, measured from the midpoint of a cambered face of a piece to the midpoint of the chord joining the ends of the same face, as shown in the figure below, divided by the original (nominal) straight length of the face of the piece."
15249,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,The protective concrete cover at the main reinforcing bars according to local building regulations.
15250,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/ReleaseStrength,ReleaseStrength,ReleaseStrength,The minimum required compressive strength of the concrete when the tendon stress is released. This property applies to prestressed concrete elements only.
15251,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
15252,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcColumn/Slope,Slope,Slope,"Slope angle - relative to horizontal (0.0 degrees).The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.  For geometry editing applications, like CAD: this value should be write-only."
